date,deviceCategory,uniq_users,addedToCart,conv
2020-08-11 00:00:00+00:00,tablet,52,4.0,7.69
2020-08-12 00:00:00+00:00,desktop,1874,249.0,13.29
2020-08-12 00:00:00+00:00,mobile,387,21.0,5.43
2020-08-12 00:00:00+00:00,tablet,52,1.0,1.92
2020-08-13 00:00:00+00:00,desktop,1118,57.0,5.1
2020-08-13 00:00:00+00:00,mobile,320,12.0,3.75
2020-08-13 00:00:00+00:00,tablet,62,2.0,3.23
2020-08-14 00:00:00+00:00,desktop,1251,90.0,7.19
2020-08-14 00:00:00+00:00,mobile,351,11.0,3.13
2020-08-14 00:00:00+00:00,tablet,61,6.0,9.84
2020-08-15 00:00:00+00:00,desktop,2344,218.0,9.3
2020-08-15 00:00:00+00:00,mobile,343,20.0,5.83
2020-08-15 00:00:00+00:00,tablet,51,1.0,1.96
2020-08-16 00:00:00+00:00,desktop,2176,209.0,9.6
2020-08-16 00:00:00+00:00,mobile,327,25.0,7.65
2020-08-16 00:00:00+00:00,tablet,61,3.0,4.92
2020-08-17 00:00:00+00:00,desktop,2157,182.0,8.44
2020-08-17 00:00:00+00:00,mobile,345,20.0,5.8
2020-08-17 00:00:00+00:00,tablet,58,6.0,10.34
2020-08-18 00:00:00+00:00,desktop,2051,160.0,7.8
2020-08-18 00:00:00+00:00,mobile,356,19.0,5.34
2020-08-18 00:00:00+00:00,tablet,52,6.0,11.54
2020-08-19 00:00:00+00:00,desktop,1768,174.0,9.84
2020-08-19 00:00:00+00:00,mobile,358,17.0,4.75
2020-08-19 00:00:00+00:00,tablet,49,3.0,6.12
2020-08-20 00:00:00+00:00,desktop,1154,80.0,6.93
2020-08-20 00:00:00+00:00,mobile,312,15.0,4.81
2020-08-20 00:00:00+00:00,tablet,66,5.0,7.58
2020-08-21 00:00:00+00:00,desktop,1253,79.0,6.3
2020-08-21 00:00:00+00:00,mobile,329,15.0,4.56
2020-08-21 00:00:00+00:00,tablet,44,4.0,9.09
2020-08-22 00:00:00+00:00,desktop,1917,172.0,8.97
2020-08-22 00:00:00+00:00,mobile,322,18.0,5.59
2020-08-22 00:00:00+00:00,tablet,58,5.0,8.62
2020-08-23 00:00:00+00:00,desktop,2071,172.0,8.31
2020-08-23 00:00:00+00:00,mobile,345,23.0,6.67
2020-08-23 00:00:00+00:00,tablet,53,2.0,3.77
2020-08-24 00:00:00+00:00,desktop,1970,169.0,8.58
2020-08-24 00:00:00+00:00,mobile,334,21.0,6.29
2020-08-24 00:00:00+00:00,tablet,59,3.0,5.08
2020-08-25 00:00:00+00:00,desktop,1867,175.0,9.37
2020-08-25 00:00:00+00:00,mobile,359,8.0,2.23
2020-08-25 00:00:00+00:00,tablet,48,8.0,16.67
2020-08-26 00:00:00+00:00,desktop,1740,122.0,7.01
2020-08-26 00:00:00+00:00,mobile,338,19.0,5.62
2020-08-26 00:00:00+00:00,tablet,77,8.0,10.39
